action_key,notice_id,notice_key,institution_source_title,institution_source_town,institution_source_type,institution_row_index,action_type,improvement_status,ordered_date,deadline_date,visit_date,source_language,source_evidence,raw_detail_file,raw_detail_sha256,raw_pdf_file,raw_pdf_sha256,pdf_page,pdf_row,registry_ids,registry_titles,entity,join_status,join_evidence,candidate_penalty_links
ntpc-kidedu-6098-action-5a3590cff26d9475,6098,ntpc-kidedu-6098,新北市私立雅立福幼兒園,樹林區,私立,20,corrective_order_followup,ordered,2016-05-03,,2016-11-16,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","20
樹林區
私人
新北市私立雅立福幼兒園
11月16日
星期三
第1/5頁",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,20,"[""8163bf08-3dd1-4788-b10c-f2427daa8860""]","[""新北市私立雅立福幼兒園""]",新北市私立雅立福幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_2e92b75d0a0abf3db2ad"",""penalty_registry_id"":""8163bf08-3dd1-4788-b10c-f2427daa8860"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_e2da8fd479a13529b1a0"",""penalty_registry_id"":""8163bf08-3dd1-4788-b10c-f2427daa8860"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_f208e35d9abb175eca9e"",""penalty_registry_id"":""8163bf08-3dd1-4788-b10c-f2427daa8860"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-0ad2536784780569,6098,ntpc-kidedu-6098,新北市私立立群幼兒園,樹林區,私立,21,corrective_order_followup,ordered,2016-05-03,,2016-11-16,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","21
樹林區
私人
新北市私立立群幼兒園
11月16日
星期三",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,21,"[""56872455-2d88-4a2e-a7d2-9c4e3724a1de""]","[""新北市私立立群幼兒園""]",新北市私立立群幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_6d174e3afb1d8bc552c1"",""penalty_registry_id"":""56872455-2d88-4a2e-a7d2-9c4e3724a1de"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_8c0511f7e580fa5e2738"",""penalty_registry_id"":""56872455-2d88-4a2e-a7d2-9c4e3724a1de"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_8ec19b7f42fa2f4b48ce"",""penalty_registry_id"":""56872455-2d88-4a2e-a7d2-9c4e3724a1de"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_b1c64e61f85cd1046b98"",""penalty_registry_id"":""56872455-2d88-4a2e-a7d2-9c4e3724a1de"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-5d009e843133259a,6098,ntpc-kidedu-6098,新北市私立學仕幼兒園,三重區,私立,22,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","22
三重區
私人
新北市私立學仕幼兒園
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,22,"[""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8""]","[""新北市私立學仕幼兒園""]",新北市私立學仕幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_0653b43a29c60dfcb848"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_10ee565f5d5341bf3d15"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_2d21bfcb3e808ceb602e"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_3272e80fd41d04349f9a"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_50012a97970a96f1a616"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_50782416b8b1c8b8f54e"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_594672b842ff1fd66f20"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_710c6cc7c568bc6cd197"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_99706715bac2d0d76af1"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_9a9c84ddbac700538d14"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_9c423887917ce37cb3b8"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_a40fab3d7493538f51fc"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_c68f6066cb9f6bcfed09"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_de379c6487533d95178f"",""penalty_registry_id"":""60ff647e-9f81-40a8-8f7e-9aa54cac7dc8"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-560aba1d3639a731,6098,ntpc-kidedu-6098,新北市私立天鵝園幼兒園,三重區,私立,23,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","23
三重區
私人
新北市私立天鵝園幼兒園
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,23,"[""d4aee1a7-f4cb-4a91-8544-f14cf51205c8""]","[""新北市私立天鵝園幼兒園""]",新北市私立天鵝園幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_651cf1b77daefb57476b"",""penalty_registry_id"":""d4aee1a7-f4cb-4a91-8544-f14cf51205c8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_695c866cfff20342dc98"",""penalty_registry_id"":""d4aee1a7-f4cb-4a91-8544-f14cf51205c8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_6996a230928fefa19f16"",""penalty_registry_id"":""d4aee1a7-f4cb-4a91-8544-f14cf51205c8"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-38a04a9d5e4a2d51,6098,ntpc-kidedu-6098,新北市私立探索幼兒園,三重區,私立,24,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","24
三重區
私人
新北市私立探索幼兒園
(原美利肯幼兒園105.04.14更名)
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,24,"[""d6558788-9d80-44fb-9e5b-812514df83c0""]","[""新北市私立探索幼兒園""]",新北市私立探索幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-a6d7716d5bd0d935,6098,ntpc-kidedu-6098,新北市私立艾力克幼兒園,三重區,私立,25,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","25
三重區
私人
新北市私立艾力克幼兒園
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,25,"[""76dc701a-4c46-4ce6-a748-471686fe86b4""]","[""新北市私立艾力克幼兒園""]",新北市私立艾力克幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_ce39dbe419ff607af789"",""penalty_registry_id"":""76dc701a-4c46-4ce6-a748-471686fe86b4"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_fbc29cb2270abf76f097"",""penalty_registry_id"":""76dc701a-4c46-4ce6-a748-471686fe86b4"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-8ca3a789b6acf82c,6098,ntpc-kidedu-6098,新北市私立普薪幼兒園,蘆洲區,私立,26,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","26
蘆洲區
私人
新北市私立普薪幼兒園
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,26,"[""857c4368-1eb0-452e-8aaf-1393accc7ee0""]","[""新北市私立普薪幼兒園""]",新北市私立普薪幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_0ebdb6c6807f0ff9a7ec"",""penalty_registry_id"":""857c4368-1eb0-452e-8aaf-1393accc7ee0"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_4eb8dc42eab40a30c9ff"",""penalty_registry_id"":""857c4368-1eb0-452e-8aaf-1393accc7ee0"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_894d3e7e7de2ff0ac786"",""penalty_registry_id"":""857c4368-1eb0-452e-8aaf-1393accc7ee0"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_d83aae201cdddd92b3e8"",""penalty_registry_id"":""857c4368-1eb0-452e-8aaf-1393accc7ee0"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-2283a7546e1fcfcf,6098,ntpc-kidedu-6098,新北市三峽區五寮國民小學附設幼兒園,三峽區,公立,27,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","27
三峽區
國小附設
(屬)
新北市三峽區五寮國民小學附設幼兒園
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,27,"[""e55aa1f7-463a-45c9-bcfe-9dc3b7a46bf5""]","[""新北市三峽區五寮國民小學附設幼兒園""]",新北市三峽區五寮國民小學附設幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-7bb9de4a46c92316,6098,ntpc-kidedu-6098,新北市私立佳兒幼兒園,三峽區,私立,28,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","28
三峽區
私人
新北市私立佳兒幼兒園
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,28,"[""56553eed-a5ad-482a-bcb4-ba9f0a0ed8ca""]","[""新北市私立佳兒幼兒園""]",新北市私立佳兒幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-6ee9236d5699b735,6098,ntpc-kidedu-6098,新北市私立朝陽幼兒園,三峽區,私立,29,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","29
三峽區
私人
新北市私立朝陽幼兒園
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,29,"[""aa26a6b0-ccdd-4c86-8597-3b9e4fb31002""]","[""新北市私立朝陽幼兒園""]",新北市私立朝陽幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_253a8774fdf37f875959"",""penalty_registry_id"":""aa26a6b0-ccdd-4c86-8597-3b9e4fb31002"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_3e1b23d8f5e2f02d77ad"",""penalty_registry_id"":""aa26a6b0-ccdd-4c86-8597-3b9e4fb31002"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-1efdb36e47ad64f0,6098,ntpc-kidedu-6098,新北市私立富雅幼兒園,樹林區,私立,30,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","30
樹林區
私人
新北市私立富雅幼兒園
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,30,"[""bc407262-a175-4df5-aafc-1f8037299ab8""]","[""新北市私立富雅幼兒園""]",新北市私立富雅幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_246fa532db76eaabf834"",""penalty_registry_id"":""bc407262-a175-4df5-aafc-1f8037299ab8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_9f448c1f9cbf800843f6"",""penalty_registry_id"":""bc407262-a175-4df5-aafc-1f8037299ab8"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_e619d2226c83899705de"",""penalty_registry_id"":""bc407262-a175-4df5-aafc-1f8037299ab8"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-c5f58a639a946765,6098,ntpc-kidedu-6098,新北市私立樹林匯文幼兒園,樹林區,私立,31,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","31
樹林區
私人
新北市私立樹林匯文幼兒園
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,31,"[""bf39bbd7-643c-4438-97d7-c27a685718a0""]","[""新北市私立樹林匯文幼兒園""]",新北市私立樹林匯文幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_a7a3dec68f68144d4470"",""penalty_registry_id"":""bf39bbd7-643c-4438-97d7-c27a685718a0"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_edfd0205aea08b71faf7"",""penalty_registry_id"":""bf39bbd7-643c-4438-97d7-c27a685718a0"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-eb5b35ffc95b6bfa,6098,ntpc-kidedu-6098,新北市私立澄品幼兒園,樹林區,私立,32,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","32
樹林區
私人
新北市私立澄品幼兒園
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,32,"[""cc1eac21-0964-4170-9d32-c2a21349c93d""]","[""新北市私立澄品幼兒園""]",新北市私立澄品幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-d1c6e79da521601c,6098,ntpc-kidedu-6098,新北市私立博智幼兒園,樹林區,私立,33,corrective_order_followup,ordered,2016-05-03,,2016-11-17,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","33
樹林區
私人
新北市私立博智幼兒園
11月17日
星期四",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,2,33,"[""a20f2153-7288-4c8d-8ec0-4422e524685a""]","[""新北市私立博智幼兒園""]",新北市私立博智幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
