code,short_name,academic_year,rule,rule_text,passed,detail,severity,sources,year_kind,entity_type
N04,海工,111,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,True,家長分攤比率 0.159（同年度中位 0.153，穩健 z=+0.27）,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N04,海工,112,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,,112 學年度查無非營利園收費明細（鏡像自 111 學年度起全市 0 檔，109／110 分別為 23／31 檔）——資料不足，非該園未申報,medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N04,海工,112,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 60 人，登記 60 人，差 +0 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N04,海工,112,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,60 名幼兒 ÷ 5 位 = 12.00（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N04,海工,112,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 103,370.183 元/生（同年度中位 116,550.739 元/生，穩健 z=-1.23）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N04,海工,112,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,True,"家長繳費 990,521 ÷ 60 人 ÷ 12 月 = 每月 1,376，登記月費 2,000",medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N04,海工,112,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,True,家長分攤比率 0.160（同年度中位 0.146，穩健 z=+0.57）,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N04,海工,113,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,,113 學年度查無非營利園收費明細（鏡像自 111 學年度起全市 0 檔，109／110 分別為 23／31 檔）——資料不足，非該園未申報,medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N04,海工,113,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 48 人，登記 60 人，差 +12 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N04,海工,113,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,48 名幼兒 ÷ 5 位 = 9.60（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N04,海工,113,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 158,500.000 元/生（同年度中位 138,439.024 元/生，穩健 z=+1.05）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N04,海工,113,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,,缺附註三家長繳費、實際招收人數或登記每月收費,medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N04,海工,113,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,,本份報告未抽到附註三之教保費收入拆分,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N05,漢翔,110,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,True,"教保費收入 9,030,884 ÷ 實際招收 76 人 = 每生 118,827，申報收費年額 119,136，比值 0.997",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N05,漢翔,110,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 76 人，登記 76 人，差 +0 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N05,漢翔,110,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,76 名幼兒 ÷ 8 位 = 9.50（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N05,漢翔,110,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 118,827.421 元/生（同年度中位 102,287.449 元/生，穩健 z=+1.59）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N05,漢翔,110,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,True,"家長繳費 1,362,000 ÷ 76 人 ÷ 12 月 = 每月 1,493，登記月費 2,000",medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N05,漢翔,110,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,False,"家長分攤比率 0.151（同年度中位 0.209，穩健 z=-2.69），偏低（家長 1,362,000、政府 7,668,884）。請確認該學年度核定之營運成本分攤數與家長收費數額，以及減免人數結構是否足以解釋差異",medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N05,漢翔,111,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,,111 學年度查無非營利園收費明細（鏡像自 111 學年度起全市 0 檔，109／110 分別為 23／31 檔）——資料不足，非該園未申報,medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N05,漢翔,111,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 76 人，登記 76 人，差 +0 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N05,漢翔,111,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,76 名幼兒 ÷ 8 位 = 9.50（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N05,漢翔,111,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 118,738.434 元/生（同年度中位 111,778.059 元/生，穩健 z=+0.69）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N05,漢翔,111,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,True,"家長繳費 918,000 ÷ 76 人 ÷ 12 月 = 每月 1,007，登記月費 2,000",medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N05,漢翔,111,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,False,"家長分攤比率 0.102（同年度中位 0.153，穩健 z=-2.01），偏低（家長 918,000、政府 8,106,121）。請確認該學年度核定之營運成本分攤數與家長收費數額，以及減免人數結構是否足以解釋差異",medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N05,漢翔,112,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,,112 學年度查無非營利園收費明細（鏡像自 111 學年度起全市 0 檔，109／110 分別為 23／31 檔）——資料不足，非該園未申報,medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N05,漢翔,112,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 76 人，登記 76 人，差 +0 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N05,漢翔,112,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,76 名幼兒 ÷ 8 位 = 9.50（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N05,漢翔,112,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 118,656.408 元/生（同年度中位 116,550.739 元/生，穩健 z=+0.20）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N05,漢翔,112,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,True,"家長繳費 934,607 ÷ 76 人 ÷ 12 月 = 每月 1,025，登記月費 2,000",medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N05,漢翔,112,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,True,家長分攤比率 0.104（同年度中位 0.146，穩健 z=-1.79）,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N05,漢翔,113,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,,113 學年度查無非營利園收費明細（鏡像自 111 學年度起全市 0 檔，109／110 分別為 23／31 檔）——資料不足，非該園未申報,medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N05,漢翔,113,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 72 人，登記 76 人，差 +4 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N05,漢翔,113,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,72 名幼兒 ÷ 7 位 = 10.29（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N05,漢翔,113,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 169,888.889 元/生（同年度中位 138,439.024 元/生，穩健 z=+1.65）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N05,漢翔,113,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,True,"家長繳費 912,000 ÷ 72 人 ÷ 12 月 = 每月 1,056，登記月費 2,000",medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N05,漢翔,113,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,True,家長分攤比率 0.075（同年度中位 0.113，穩健 z=-1.76）,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N06,昌平,110,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,True,"教保費收入 11,741,812 ÷ 實際招收 120 人 = 每生 97,848，申報收費年額 97,872，比值 1.000",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N06,昌平,110,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 120 人，登記 120 人，差 +0 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N06,昌平,110,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,120 名幼兒 ÷ 10 位 = 12.00（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N06,昌平,110,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 97,848.433 元/生（同年度中位 102,287.449 元/生，穩健 z=-0.43）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N06,昌平,110,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,True,"家長繳費 2,447,000 ÷ 120 人 ÷ 12 月 = 每月 1,699，登記月費 2,000",medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N06,昌平,110,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,True,家長分攤比率 0.208（同年度中位 0.209，穩健 z=-0.05）,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N06,昌平,111,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,,111 學年度查無非營利園收費明細（鏡像自 111 學年度起全市 0 檔，109／110 分別為 23／31 檔）——資料不足，非該園未申報,medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N06,昌平,111,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 120 人，登記 120 人，差 +0 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N06,昌平,111,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,120 名幼兒 ÷ 10 位 = 12.00（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N06,昌平,111,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 97,872.000 元/生（同年度中位 111,778.059 元/生，穩健 z=-1.38）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N06,昌平,111,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,True,"家長繳費 1,806,000 ÷ 120 人 ÷ 12 月 = 每月 1,254，登記月費 2,000",medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N06,昌平,111,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,True,家長分攤比率 0.154（同年度中位 0.153，穩健 z=+0.05）,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N06,昌平,112,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,,112 學年度查無非營利園收費明細（鏡像自 111 學年度起全市 0 檔，109／110 分別為 23／31 檔）——資料不足，非該園未申報,medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N06,昌平,112,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 120 人，登記 120 人，差 +0 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N06,昌平,112,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,118 名幼兒 ÷ 10 位 = 11.80（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N06,昌平,112,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 99,607.119 元/生（同年度中位 116,550.739 元/生，穩健 z=-1.58）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
N06,昌平,112,家長月均實繳 ≤ 登記月費,附註三「收支明細表 1. 教保費收入」之「教保費收入（家長繳費）」÷ 實際招收人數 ÷ 12 個月，與園所基本資料登記之每月收費比較。第二胎以上、低收入戶與身心障礙幼兒依規定減免，所以**平均值本應低於登記月費**；高於登記月費比低於更難解釋。,True,"家長繳費 1,749,000 ÷ 118 人 ÷ 12 月 = 每月 1,235，登記月費 2,000",medium,財報附註三（教保費收入－家長繳費）／財報附註一（實際招收人數）／園所基本資料（每月收費）,學年度,非營利
N06,昌平,112,家長分攤比率 同儕偏離,家長繳費 ÷（家長繳費 + 政府學費差額補助）。非營利園是成本分攤制，分攤比率由核定之營運成本與家長收費數額共同決定，同一年度同一制度下應相近。全市中位數自 110 學年度 0.209 降至 113 學年度 0.113（政府端承擔上升），故僅與同年度同儕比較，不設絕對門檻。,True,家長分攤比率 0.149（同年度中位 0.146，穩健 z=+0.11）,medium,財報附註三（教保費收入－家長繳費／政府學費差額補助）／同年度非營利園同儕,學年度,非營利
N06,昌平,113,教保費收入 = 收費 × 人數,收費明細申報之每生全學年度收費 × 財報附註一所載實際招收人數，應等於收支餘絀表之教保費收入決算數。此對應經 110 學年度 28 份報告實測，中位比值 1.0004、27/28 落在 ±4% 內，故偏離可視為三個數字之一有誤。,,113 學年度查無非營利園收費明細（鏡像自 111 學年度起全市 0 檔，109／110 分別為 23／31 檔）——資料不足，非該園未申報,medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／收費明細（全學期總收費）,學年度,非營利
N06,昌平,113,核定人數 財報=登記,財報附註一所載核定招收總人數，應與全國教保資訊網登記之核定招收人數相符。核定人數同時是收費、補助、師生比與樓地板面積的分母，任一系統記載不同，所有以它為基礎的計算都會跟著錯。,True,財報 112 人，登記 120 人，差 +8 人,medium,財報附註一（核定招收人數）／園所基本資料（count_approved）,學年度,非營利
N06,昌平,113,師生比貼齊法定上限,財報附註一之實際招收人數 ÷ 教保服務人員數。幼兒教育及照顧法就 3 歲以上幼兒之配置上限為每 15 名 1 人（2 歲專班更嚴）。全體 132 份報告最大值恰為 15，無一超過，故本檢核標示的是已貼齊上限、任一人請假即無緩衝的情形。,True,105 名幼兒 ÷ 10 位 = 10.50（上限 15）,medium,財報附註一（實際招收人數、教保服務人員數）,學年度,非營利
N06,昌平,113,隱含收費年額 同儕偏離,教保費收入決算數 ÷ 實際招收人數，即財報反推之每名幼兒年度營運成本（含政府差額補助）。111 學年度起收費明細不在公開資料中，這是唯一可用的收費代理量，故僅能與同年度同類型同儕比較，不設絕對門檻。,True,"每生教保費收入 112,051.705 元/生（同年度中位 138,439.024 元/生，穩健 z=-1.39）",medium,收支餘絀表（教保費收入）／財報附註一（實際招收人數）／同年度非營利園同儕,學年度,非營利
