code,short_name,academic_year,issue
N10,大觀,113,附註一（六）將核定與實際招收人數印為「核定及實際招收總人數：分別為 100 名及 99 名」——雖為合併標題，但「分別為」使兩數字明確可分，已分別填入核定 100 名、實際 99 名，非合併陳述。
N10,大觀,113,p05（資產負債表）與 p06（收支餘絀表）表頭被紅色關防壓住，已依規範以 R 通道分離讀取，底層黑字清晰可辨，表頭基準日（114年7月31日）與期間（113.8.1~114.7.31）均確認無誤，無不確定之處。
N11,新林,110,"收支餘絀表（N11-6）110.8.1~111.7.31未列「業務發展費」支出科目（本表無此項目）。對應附註三(二)2業務發展準備（N11-14）本期提列為「-」，期末餘額3,653,772元與上學年度(110年7月31日)期末數相同、無變動；上一學年度(109.8.1~110.7.31)則有提列1,125,000元。依附註二(五)，業務發展準備金限「未發生虧損之年度」始得提列，而109學年度本期稅後餘絀為$(462,738)（虧損），故110學年度未提列，與該政策規定一致，非漏列。"
N11,新林,110,"附註三(四)6其他收入及其他支出（N11-19）110.8.1~111.7.31合計欄之「淨額」印為「$5」，惟表列各細項（專案補助、代收補助、代收代付）淨額均為「-」，且收入合計與支出合計均為$2,502,378，數學上淨額應為0；研判為報表本身列印或加總時之1元誤差，非本次抽取之計算錯誤。"
N11,新林,110,"現金流量表（N11-9）投資活動之淨現金流入(出)兩學年度均印為「-」。本學年度資產負債表資遣費準備金（資產面）與資遣費準備（負債面）同步增加59,239元（附註三(二)1：期初141,180、本期提列59,239、期末200,419，提列數併入人事費項下之「資遣費」列示），現金流量表以單一「資遣費準備淨變動」列示其資產/負債互抵後之淨額（本期為「-」）；業務發展準備金（資產面）本學年度與上學年度期末數相同（3,653,772元），本期無新增提列，故亦無對應現金流量列示。此表達方式與同批已完成之N01–N10一致，僅作事實記錄，不視為本份特有之異常，供跨年度準備金基準率比對參考。"
N11,新林,110,收支餘絀表「所得稅費用」預算數與決算數欄位皆印為「-」，均記為null（非0）。依附註二(一)，所得稅費用於契約第一至第三學年以實際支付數覈實入帳，第四學年起依權責發生制調整；本受託契約為107.8.1~111.7.31，110學年度即為第四學年，本學年度未列示所得稅費用金額。
N11,新林,110,本報告未以獨立「附註三」「附註五」標題編排：note_3對應內容實際位於「三、重要會計項目說明 (四)收支明細表 6.其他收入及其他支出」（N11-19、20），note_5對應內容位於「五、關係人交易」（N11-21）；已依收支餘絀表及資產負債表附註欄標示之「三」「五」代號比對確認對應關係無誤。
N11,新林,111,"收支餘絀表(p06)「行政管理費」執行率欄印為破折號（空白），非100；其預算數與決算數同為292,892、差異數亦印為破折號。依規則破折號視為空白記為 null，未自行填入100。"
N11,新林,111,"收支餘絀表(p06)無單獨「本期餘絀」列，僅有「本期稅前餘絀」與「本期稅後餘絀」（所得稅費用空白，兩者同為決算58,993），已依原文逐字列出兩列。"
N11,新林,111,收支餘絀表(p06)「教保費收入減項」等5項收入及「業務發展費」「延後托育支出」「其他支出」之預算數欄為空白（未編列預算），依規則記為 null 而非 0。
N11,新林,111,資產負債表(p05)「預付款項」112/7/31欄為空白（破折號），記為 null。
N11,新林,111,p05/p06 標題及欄位表頭有紅色關防重疊，經分離紅色通道後判讀清晰無疑義（p05 左欄 112年7月31日、右欄 111年7月31日；p06 欄頭 111.8.1~112.7.31）。
N11,新林,112,"【依指示重點查核】現金流量表（p09）投資活動之現金流量：「投資活動之淨現金流入」在112.8.1~113.7.31及111.8.1~112.7.31兩欄均印為破折號（空白，記為null），已用色彩通道與400dpi放大確認非極小數字、確為空白。但資產負債表（p05）顯示非流動資產中的準備金項目確實增加：資遣費準備金265,732→332,544（+66,812）、業務發展準備金4,383,772→4,903,772（+520,000），合計增加586,812元；同期非流動資產總額增加547,109元（含代管財產因折舊減少134,063元、購置財產增加94,360元）。附註三(二)並明文列出「以專戶或定期存款方式儲存之資遣費準備金／業務發展準備金餘額」113/7/31分別為332,544與4,903,772，等同資產負債表全額——即報告自稱這些準備金全數以專戶或定期存款方式儲存。若屬實，逐年增提的586,812元應有對應的現金自營運帳戶移轉至專戶／定期存款的流出，理應反映在投資活動；但兩個學年度的投資活動欄位均為空白。比對111學年度報告的現金流量表（p09右欄，即111.8.1~112.7.31）同樣是破折號，可見這並非單一年度的偶發缺漏，而是本園歷年一致的表達方式。無法排除：(a) 所稱『專戶或定期存款』實際上仍併入一般活期存款、未真正獨立於現金流量表可辨識的投資活動之外；或 (b) 現金流量表編製方式未將提列準備金的內部資金移轉視為投資活動。建議人工向受託法人查證資遣費準備金與業務發展準備金是否確有對應金額之獨立專戶／定期存款憑證。"
N11,新林,112,"【文件自我矛盾，建議人工查核】附註二(五)業務發展準備金政策明文：僅限「非營利幼兒園未發生虧損之年度」方可提列業務發展準備金。但本報告112學年度（112.8.1~113.7.31，即本報告主表期間）本期稅後餘絀為 -153,902 元（虧損），收支餘絀表（p06）仍列有「業務發展費」決算數520,000元（無對應預算數，執行率欄空白），且附註三(二)2確認業務發展準備金當期提列即為520,000元，全數計入非流動資產與負債。本期520,000元的提列若是根據112學年度自身虧損的結算結果申請，即與附註二(五)所述『未發生虧損之年度』要件相互牴觸；若提列申請實際是依111學年度（+58,993元，小額盈餘）結算結果提出、僅入帳於112學年度期間，則附註或表格對提列基礎年度的揭露不足，讀者無法由本報告文字判斷提列是否經委託單位同意於虧損年度為之。相較之下，111學年度（p07比較欄）當年決算為正58,993元，同年提列業務發展費730,000元，並無此矛盾。建議人工向新北市政府或委託單位確認112學年度業務發展準備金520,000元之提列申請文件與核准依據。"
N11,新林,112,"附註一(六)將核定與實際招收總人數印成合併陳述「核定及實際招收總人數：136名」，故approved_capacity與actual_enrolment均填136（非兩個獨立揭露值）。相關附表一（p24）另揭露「全期核准招生人數1,632、全期招生人數1,631、招收比率100%」，顯示全學年平均在園人數略低於核定容量（1,631/1,632≈99.94%），僅供參考，非報告本身的矛盾。"
N11,新林,112,"附註五所揭露之行政管理費（關係人交易金額）292,892元，與收支餘絀表（p06）行政管理費決算數292,892元、以及附註五「其他應付款」年末應付受託法人餘額292,892元三者完全一致（113年7月31日與112年7月31日兩年皆然）。此與本語料庫多數報告『附註五揭露數為年末應付餘額、不等於當年度行政管理費』的常見狀況不同——本報告附註五罕見地同時揭露交易金額與應付餘額兩張表，且兩表恰好逐年相等，顯示行政管理費採按年全額應付、隔年結清的模式，經核對後無自相矛盾之處，僅記錄供比對之用。"
N11,新林,112,資產負債表（p05）表頭與112/113年度欄標題上緣被紅色關防（圓形篆刻用印）部分重疊；已用色彩通道分離（取紅色通道差異）確認底層文字，基準日「113年7月31日」（本期／左欄）與比較欄「112年7月31日」判讀無疑義，兩欄下方所有金額數字均未被印章遮蓋。
N11,新林,112,本報告影像目錄僅渲染至p16.png（PDF第16頁），但原始PDF（data/raw/資料集/非營利園財報/112學年度/N11新林_112學年度財務報告.pdf）實際共41頁，第17頁起為收支明細表(附註三)續頁、關係人交易(附註五)、賸餘款執行概況、相關附表一二三（含財產清冊）及會計師查核附表。本次抽取已由我方另行以PyMuPDF自行渲染PDF第17–41頁確認附註三、附註五、附註一補充數據等內容，未遺漏必抽項目；但正式管線若僅依賴既有p04–p16影像目錄，將會漏失附註三與附註五，建議檢查該園其他學年度的頁面渲染範圍是否有同樣的截斷問題。
N11,新林,112,"已完成步驟三全部驗算，逐項通過：流動資產合計(7,010,924)=現金6,934,274+應收帳款淨額39,000+預付款項37,650（其他應收款為空白不計入）；資產總計(14,158,405)=流動資產合計+非流動資產合計(7,147,481)；資產總計=負債總額(12,900,800)+餘絀總額(1,257,605)；餘絀總額=累積餘絀(1,411,507)+本期餘絀(-153,902)；收入合計(16,820,540)與支出合計(16,974,442)均為各科目決算數加總；各科目執行率四捨五入後與表列一致；現金流量表期末現金6,934,274與資產負債表現金及銀行存款相符；淨值變動表113年7月31日餘額（累積1,411,507／本期-153,902／合計1,257,605）與資產負債表完全相符。未發現本報告表內金額本身的加總或勾稽錯誤。"
N11,新林,113,附註一(六)將核定與實際招收人數印成合併陳述「核定及實際招收總人數：128 名」，故 approved_capacity 與 actual_enrolment 均填 128；此為單一合併數字，非兩個獨立揭露值。
N11,新林,113,收支餘絀表無單一「本期餘絀」列，分為「本期稅前餘絀／所得稅費用／本期稅後餘絀」三列，已照抄未合併。所得稅費用預算數與決算數皆為破折號，填 null（非 0）。
N11,新林,113,"支出面有三個科目決算有數、預算數為破折號（未編列預算）：業務發展費 1,400,000、延長照顧服務支出 26,900、其他支出 2,379,074。收入面除教保費收入外亦均未編列預算。以上皆填 null 而非 0。"
N11,新林,113,收入合計、支出合計、本期稅前餘絀、所得稅費用、本期稅後餘絀各列，表上執行率(%)欄未印任何數字，填 null。
N11,新林,113,"文件內部一致性檢核通過：業務發展準備金（非流動資產）6,303,772 與業務發展準備（非流動負債）6,303,772 相符；資遣費準備金與資遣費準備皆 400,856 相符；代管財產／應付代管財產 1,483,101、購置財產／應付購置財產 609,358 亦兩面相符，符合附註二(四)(六)之說明。"
N11,新林,113,"交叉驗證：業務發展準備金由 113/7/31 之 4,903,772 增至 114/7/31 之 6,303,772，增加 1,400,000，恰等於收支餘絀表「業務發展費」決算數 1,400,000。資產負債表現金 7,125,061 與現金流量表（第 9 頁）期末現金及約當現金餘額相符。淨值變動表（第 8 頁）114/7/31 累積餘絀 1,257,605、本期餘絀 554,845、合計 1,812,450 與資產負債表完全相符。"
N11,新林,113,"表頭與部分表格上緣被紅色關防覆蓋（第 5～9 頁）。已以紅色通道分離判讀，基準日「114 年 7 月 31 日」、期間「113 年 8 月 1 日至 114 年 7 月 31 日」及被壓住的現金及銀行存款 $7,125,061 均可清楚辨識，無任何數字因關防而無法判讀。"
N11,新林,113,"值得人工留意（文件本身的現象，非判讀疑義）：其他收入決算數 2,379,074 與其他支出決算數 2,379,074 完全相同；比較期（112 學年度，第 7 頁）亦為其他收入 1,666,410 對其他支出 1,666,410。兩年皆等額對沖列示，且兩者皆未編列預算，附註未揭露其內容明細。"
N11,新林,113,"值得人工留意（可能為文件內部不一致）：附註二(五)載明「非營利幼兒園未發生虧損之年度」始得提列業務發展準備金；惟比較期 112 學年度決算為虧損 153,902 元，該年度仍列報業務發展費 520,000 元（第 7 頁）。本期（113 學年度）餘絀為正數 554,845 元，提列 1,400,000 元占收入合計 18,980,024 元之 7.4%，未逾附註所稱收入總額 20% 上限。112 學年度之情形建議人工查核提列程序是否經委託單位同意。"
N12,昌福,110,附註一(六)「核定及實際招收總人數」印為合併陳述「90名」，未分別列示核定數與實際數，故 note_1.approved_capacity 與 note_1.actual_enrolment 均填 90。
N12,昌福,110,"附註二(五)業務發展準備金對『收入總額』的認定基礎有明文定義，逐字摘錄：「至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之二十為業務發展準備金」。本學年度以此基礎計算，業務發展費決算數 1,200,000 元 ／ 教保費收入決算數 8,993,315 元（家長繳費 1,909,750 + 政府學費差額補助 7,083,565）＝13.3%；若改以收支餘絀表『收入合計』決算數 9,871,098 元為分母（含延後托育收入、利息收入、其他收入），則為12.2%。兩種認定基礎下均遠低於20%上限，非臨界案例。"
N12,昌福,111,"收支餘絀表 prints no plain 本期餘絀 line; it prints 本期稅前餘絀 and 本期稅後餘絀. 所得稅費用 is blank (dash) so both equal 決算數 319,958, which agrees with 本期餘絀 on the 資產負債表."
N12,昌福,111,"業務發展費 (決算數 1,900,000), 延後托育支出 (76,722) and 其他支出 (105,416) each have a blank (dash) 預算數 and a blank 執行率 — recorded as null, not 0; no budget was appropriated for these lines."
N12,昌福,111,紅色關防 overlaps only the title block on p05 and p06; all column headers and figures are clear of it and fully legible. No illegible cells.
N12,昌福,112,頁面provenance：來源PDF SHA-256為0e60977b41b49b57536109078adb85301ccf4bdb4f5bd66bdfe13582a29f9b58，共40頁。既有p04–p16及由本PDF私有渲染之p17–p40頁尾逐頁核對均為N12-<頁碼>；後頁僅由data/raw/資料集/非營利園財報/112學年度/N12昌福_112學年度財務報告.pdf渲染至/tmp/extract_N12_昌福_112_attempt01，未處理其他PDF。採用p05資產負債表、p06收支餘絀表、p08淨值變動、p09現金流量、p10附註一、p12總額入帳政策、p14現金附註、p20附註三、p22附註五、p32到園檢查表及p33–p38會計師查核附表。
N12,昌福,112,"資產負債表依guide僅取左側113年7月31日本期欄；items完整保留30列之章節、明細、小計、合計、附註、金額與百分比。括號轉負數，破折號及空白均填null；prepaid_receipts取負債面預收款項3,153,462元，不是資產面預付款項95,701元。"
N12,昌福,112,收支餘絀表完整保留22列及附註、預算、決算、差異、執行率。行政管理費差異欄為破折號，故variance=null而非0；所得稅費用全列為破折號，故各數值為null；所有未編列預算科目均保持budget=null。
N12,昌福,112,"資產負債驗算零差額：流動資產6,748,597=6,646,076+6,820+95,701；非流動資產11,235,781=247,768+8,753,389+2,020,828+212,296+1,500；資產17,984,378=流動6,748,597+非流動11,235,781=負債15,510,872+餘絀2,473,506；流動負債4,276,591與非流動負債11,234,281各明細加總吻合；餘絀2,473,506=累積2,621,978+本期-148,472。p08期末三數亦一致。"
N12,昌福,112,"收支驗算零差額：收入預算11,293,560、決算11,408,193及差異114,633均與明細相符；支出預算11,205,820、決算11,556,665及差異350,845均與明細相符；決算收入減支出-148,472及預算收入減支出87,740，分別等於本期稅前、稅後餘絀。所有已印執行率96、81、59、74、69、26、15、100均與決算/預算四捨五入一致。"
N12,昌福,112,"現金雙重交叉驗算：p14現金10,730元+活期存款6,635,346元=6,646,076元；p09期初現金及約當現金6,746,805元+本期減少100,729元=期末6,646,076元，兩者均與p05現金及銀行存款一致。"
N12,昌福,112,附註一明確分列核定及實際招收總人數為90名及89名，故approved_capacity=90、actual_enrolment=89；截至113年7月31日員工10人（含教保人員7人），本期取10與7。
N12,昌福,112,"附註三明細驗算=true：三項其他收入與三項其他支出各自加總均為491,520元，等於p06其他收入／其他支出；附註二（八）及p20均支持總額列示，故recorded_gross=true。延長照顧服務收入淨額89,280元與支出47,688元不相等，差額41,592元，未誤作等額代收代付。"
N12,昌福,112,"文件內部矛盾／check_report=false：p06收支餘絀表行政管理費決算數為203,300元，但p22附註五僅揭露對受託法人之行政管理費154,928元，少揭露48,372元。兩處均依來源保留；p22期末對受託法人之其他應付款為154,928元。p05一般其他應付款總額1,081,370元可能包含其他對象，未冒充為payable_to_operator。"
N12,昌福,112,"來源文件查核結果=false且與另一查核表不一致：p32到園檢查表第5項『除小額款項（一萬元以下）得以零用金支付外，其餘應付款項均以銀行轉帳或票據支付』配分2分、得分0分，說明113/2/6園務特支21,240元及113/2/7園務特支27,132元皆以現金支付；但p33第2學期會計師查核附表第6項同一原則勾選『是』。來源的0分／不符合結果與後頁勾選均原樣保留，此為文件內部不一致。"
N12,昌福,112,"文件內部矛盾：p37會計師查核附表第71項『非營利幼兒園與關係人間無交易事項』勾選『是』，但p22附註五明確揭露與受託法人之行政管理費及其他應付款各154,928元。兩處均依原文保留，未為改變結果而調整數字。"
N12,昌福,112,"業務發展準備及查核勾選之文件事實：p15顯示本期提列2,249,000元且期末資產、負債兩面均為8,753,389元；p21及p37說明提列後虧損148,472元、提列前結餘2,100,528元。p36會計師查核附表第66項『本學期（學年度）結算總收入是否大於或等於總支出』勾選『是』，同列卻明載虧損148,472元，為來源文件自我矛盾。check_report對『虧損年度不得提列』因此為null而非false，須由主管機關認定；提列占收入合計11,408,193元之19.7%，20%上限檢核為true。"
N12,昌福,112,"check_report其餘結果：資遣費準備金資產=負債true；業務發展準備金資產=負債true；人事費不得流出null（人事費少支1,646,297元且同期支出合計超支350,845元，少支本身不足以證明流出）；附註五揭露=表列行政管理費false（差48,372元）；收入不得以淨額入帳null（主表含『延長照顧服務收入淨額』且其他收支同額，雖附註三支持其他收支總額列示）。true/false/null均依規則保留。"
N12,昌福,112,"官方身分檢核：檔名N12昌福_112、報表表頭新北市昌福非營利幼兒園、逐頁N12頁尾相符；附註一受託法人中華民國文教產業發展暨補習服務品保協會與官方登記相符；111年8月1日至115年7月31日涵蓋112學年度；官方核定90人與報告核定90人相符；總資產/官方核定名額約199,826元/人，落在20,000～500,000合理帶。"
N12,昌福,113,"【稽查發現】業務發展費決算數 2,247,000 元完全未編列預算（預算欄為破折號＝空白，已填 null 非 0），為本期單一最大未編列預算支出，佔支出合計 11,356,145 元的 19.8%。"
N12,昌福,113,"【稽查發現】人事費執行率僅 76%（決算 6,740,619 元較預算 8,859,850 元少支 2,119,231 元），為最大預算未執行項目；其短支金額與同期未編列預算之業務發展費 2,247,000 元金額相近，建議人工核對經費是否由人事費流向業務發展準備。"
N12,昌福,113,"【文件內部一致】業務發展準備金餘額自 113/7/31 之 8,753,389 元增至 114/7/31 之 11,000,389 元，增加數 2,247,000 元與收支餘絀表業務發展費決算數完全相符。資產面業務發展準備金與負債面業務發展準備同為 11,000,389 元、資產面資遣費準備金與負債面資遣費準備同為 297,748 元，兩面均無差異。"
N12,昌福,113,"其他收入與其他支出決算數同為 760,551 元且兩者均未編列預算，性質疑為代收代付／專案轉付，需人工確認科目歸屬。"
N12,昌福,113,"支出項下未編列預算之科目除業務發展費外，尚有延長照顧服務支出 17,192 元與其他支出 760,551 元；收入項下未編列預算者為教保費收入減項 (88,755)、延長照顧服務收入淨額 50,960、利息收入 105,646、其他收入 760,551。上述預算欄均為破折號，一律填 null。"
N12,昌福,113,"本表無單一『本期餘絀』列，係分列為『本期稅前餘絀』／『所得稅費用』／『本期稅後餘絀』（所得稅費用預算數與決算數皆為破折號，填 null），已依規範照抄不合併。balance_sheet.current_surplus 之 -692,433 取自資產負債表『本期餘絀』列，與收支餘絀表本期稅後餘絀一致。"
N12,昌福,113,收支餘絀表之『收入』、『支出』為分段標題列，全列無任何金額，故未列入 lines（並非漏抄）。收入合計、支出合計、本期稅前／稅後餘絀、所得稅費用各列之執行率欄在表上為空白，填 null。
N12,昌福,113,附註（六）為分列陳述『核定及實際招收總人數：分別為 78 名及 73 名』，非合併數字；核定 78 名、實際 73 名，實際招收率 93.6%。附註（九）員工人數 12 人（含教保人員 8 人）取 114/7/31 之數（113/7/31 為 10 人含教保人員 7 人）。
N12,昌福,113,"交叉驗算全數通過：流動資產合計、非流動資產合計、資產總計、流動負債合計、非流動負債合計、負債總額、餘絀總額（累積 2,473,506＋本期 -692,433＝1,781,073）、資產總計＝負債總額＋餘絀總額（18,298,425）、收入合計、支出合計（預算與決算兩欄）、本期稅前餘絀，及 8 項有預算科目之執行率四捨五入值均相符；p09 現金流量表期末現金 4,960,189 元與資產負債表現金及銀行存款相符；p08 淨值變動表 114/7/31 餘額（2,473,506／-692,433／1,781,073）與資產負債表相符。無 1 元差異。"
N12,昌福,113,"非流動資產合計 13,230,886 元較非流動負債合計 13,229,386 元多 1,500 元，係存出保證金 1,500 元無對應負債科目所致，屬正常表達，非誤抄。"
N12,昌福,113,"附註五揭露 113.8.1~114.7.31 行政管理費 154,714 元、年末（114/7/31）應付其他應付款 151,540 元、收支餘絀表決算行政管理費 203,936 元，三者互不相等（決算與揭露差 49,222 元、揭露與年末應付差 3,174 元），與 112 學年度『揭露與年末應付相符』之型態不同；全庫分布中三處吻合與揭露＝年末應付均屬常見編製慣例，此處三者皆不同非必然異常，建議人工確認行政管理費之入帳期間與科目歸屬。"
N13,三多,110,"資產負債表『業務發展準備金』（資產面）與『業務發展準備』（負債面）本期不符，且缺口較比較期擴大：111年7月31日資產面2,300,000／負債面3,200,000（缺口900,000）；110年7月31日資產面1,700,000／負債面2,300,000（缺口600,000）。此差異並非我方判讀錯誤：附註三(二)2『業務發展準備』提列數迴轉表本身（期初2,300,000＋本期提列900,000＝期末3,200,000）與緊接其後『以專戶或定期存款提存之業務發展準備金餘額』確認表（111年7月31日2,300,000／110年7月31日1,700,000）即互不相符，差額同為900,000／600,000，兩表印在同一頁（N13-14至N13-15）。現金流量表（N13-9）營業活動之『業務發展準備淨變動』本期列300,000，恰等於負債面本期增加900,000與資產面本期增加600,000之差額，三份報表互相印證同一缺口，非四捨五入或抄錄誤差。相較之下，資遣費準備金／準備兩面金額（161,672／161,672；119,713／119,713）與代管財產、購置財產兩面金額本期及比較期均完全相符，且附註二(四)明文要求資遣費準備金『基金數額應與非流動負債數額相符』；但附註二(五)業務發展準備金條文並未見相同的『應與非流動負債數額相符』要求，僅業務發展準備金一項存在資產面與負債面不符之情形。"
N13,三多,110,"本期資產面業務發展準備金（111年7月31日）2,300,000，恰等於比較期負債面業務發展準備（110年7月31日）2,300,000，顯示資產面提存疑似滯後負債面提列約一學年度；同一機構113學年度財務報告（本專案已抽取之N13_三多_113.json）呈現相同型態：資產面（114年7月31日）5,500,000恰等於比較期負債面（113年7月31日）5,500,000，缺口由113年7月31日之1,200,000擴大至114年7月31日之2,000,000。110學年度（600,000→900,000）與113學年度（1,200,000→2,000,000）兩個獨立年度區間均呈現『資產面提存落後負債面一年、且缺口逐年擴大』之相同型態，顯示此非單一年度之偶發撥付時間差，而是跨多學年度重複出現、缺口持續累積的結構性現象，建議列為後續實地查核重點，人工向園方及受託法人確認業務發展準備金專戶實際存款餘額。"
N13,三多,110,現金流量表投資活動本期與比較期均列破折號，但非流動資產之業務發展準備金、資遣費準備金於資產負債表均有增加；此為同批報告之共通表達慣例，非本份特有異常，僅供紀錄。
N13,三多,110,"附註五揭露之行政管理費（71,465）與資產負債表『其他應付款』期末餘額（71,465）金額相同，為同批報告常見編製慣例（揭露數即期末應付受託法人餘額），非收支餘絀表數與附註數矛盾。"
N13,三多,112,"【跨年度模式，已依人工提示逐一放大裁切核對】業務發展準備呈現「本年度資產面＝前一年度負債面」的一年撥付落後型態，非短撥：資產負債表（p5）業務發展準備金（資產）113/7/31=4,300,000、112/7/31=3,200,000；業務發展準備（負債）113/7/31=5,500,000、112/7/31=4,300,000。附註三(二)2（p15）進一步證實：以專戶或定期存款實際提存之業務發展準備金餘額，113/7/31僅為4,300,000元，恰等於112/7/31當年應提列之負債數4,300,000元，而非當年應提列的5,500,000元；同一模式在111→112學年度亦成立（112/7/31提存3,200,000＝111/7/31負債數3,200,000）。即：每年底簽證核准提列的準備金，要到次年度才實際存入專戶，缺口本身逐年滾動，並非永久短列。此與已知110→111學年度的缺口型態一致。"
N13,三多,112,"資遣費準備金（資產）與資遣費準備（負債）兩年皆完全相等（113/7/31=261,815、112/7/31=211,181），附註三(二)1（p14）之期初+本期提列=期末（211,181+50,634=261,815）亦核對一致，顯示資遣費準備『按年即時提存』，與業務發展準備的一年落後模式不同，可作為同一機構內部準備金管理一致性的對照組。"
N13,三多,112,"附註五（p22）『行政管理費』關係人交易揭露，112.8.1~113.7.31為$149,975，但收支餘絀表（p6）同期間『行政管理費』決算數為$203,300（=預算數，執行率100%，與111學年度同）。惟附註五同頁『其他應付款』欄113年7月31日之關係人餘額亦為$149,975，兩者（揭露之行政管理費金額＝年末應付受託法人餘額）完全相等——這正是指引文件所述47份中45份的常見型態（附註五揭露數是年末應付餘額，不是全年費用，屬於已知不必另計為異常的普遍現象），故未單獨列為報表矛盾，僅記錄數字供覆核：203,300－149,975＝53,325，可能對應當年度已現金支付之部分。另需注意：資產負債表（p5）『其他應付款』總額113/7/31為199,693、112/7/31為228,365，均大於附註五揭露之關係人餘額（149,975/203,300），差額（49,718／25,065）應屬非關係人之其他應付款項，非矛盾。"
N13,三多,112,附註一(六)（p10）『核定及實際招收總人數：90名』為合併陳述，未拆分核定數與實際數，依規範兩欄位均填90並在此註明。
N13,三多,112,附註二(十一)標題與第11款中的『賺餘款』一詞，其『賺』字在原始掃描（CCITT G4傳真壓縮之1-bit影像）中因二值化使『貝』部下方兩撇筆畫糊合為單一勾筆，與『月』部形近；已用原生解析度(3512x4968)放大比對筆畫結構及上下文法規用語（《非營利幼兒園實施辦法》第34條『賺餘款』），判斷為『賺』字，但此為本次抽取中唯一低信心的文字（非數字）判讀，供人工複核。
N13,三多,112,"【流程紀錄，非報表問題】本報告的影像目錄僅渲染至p16（新北市三多非營利幼兒園_112學年度財務報告.pdf 實際共41頁），但附註三（其他收入及其他支出）與附註五（關係人交易）依收支餘絀表科目右側的附註代號回查，實際位於p20、p22——超出原渲染範圍。已依步驟零建立私有工作目錄 /private/tmp/.../extract_N13_三多_112/，用專案.venv之PyMuPDF以與現有p04-p16相同的170dpi設定，自原始PDF重新渲染p17-p24至該私有目錄取得附註三、五全文，並以頁尾N13-xx逐頁核對代號無誤。p25-p41為附表一之後的補充附表/附件，非本次schema必抽項目，僅以附表一（p24，收支餘絀表-功能別）核對核准招收人數90、教保費收支淨額1,070,399等數字一致，未逐頁展開。建議日後渲染此報告時，將p04-p16的既有渲染範圍延伸至少到p24。"
N13,三多,112,"步驟三全部驗算通過，含資產負債表左右兩式、餘絀總額=累積+本期、收支合計=各科目加總、執行率四捨五入、現金流量表期末現金=資產負債表現金（6,688,122）、淨值變動表期末餘額=資產負債表累積餘絀/本期餘絀/餘絀總額（1,007,402/87,208/1,094,610）、附表一教保費收支淨額與營運成本加總。差異數欄未發現1元捨入誤差（與部分報告不同）。"
N13,三多,113,"文件本身數字不一致（發生在本期 114年7月31日 欄，即本次抽取欄位）：資產面「業務發展準備金」5,500,000 與負債面「業務發展準備」7,500,000 相差 2,000,000。比較期 113年7月31日 欄亦不符（資產 4,300,000 對負債 5,500,000，差 1,200,000）。此差異已由該報告自身的現金流量表（p09）交叉驗證為真實差異而非我判讀錯誤：現金流量表「業務發展準備淨變動」本期 800,000 ＝ 負債增加 2,000,000 －資產增加 1,200,000。附註二（五）明定業務發展準備金「應於同意後一個月內，以專戶或定期存款方式儲存」，附註二（一）並提及「未提撥足額業務發展準備金衍生之所得稅」，顯示報表編製者自身已預期可能存在未足額提撥情形。另注意本期資產面 5,500,000 恰等於前一年度負債面 5,500,000，形態上像是提撥落後負債提列一年（提列須經主管機關同意後才儲存），但附註未明文說明，建議人工向園方確認 2,000,000 元是否確已提撥入專戶。對照之下，資遣費準備金（313,573）、代管財產（460,376）、購置財產（326,963）之資產面與負債面金額本期均完全相符，附註二（四）（六）亦明定該兩項須相符，僅業務發展準備金一項不符。"
N13,三多,113,"未編列預算卻有決算數之支出科目（預算數欄印破折號，依規範填 null 而非 0）：業務發展費 2,000,000、延長照顧服務支出 62,485、其他支出 1,496,858，合計 3,559,343 元未編列預算，且此三科目之執行率欄亦為破折號。支出決算合計 14,006,528 因此超出預算 11,803,182 共 2,203,346 元（＝表上差異數，無四捨五入誤差）。收入面同樣有三項未編列預算科目（延長照顧服務收入淨額、利息收入、其他收入）及「教保費收入減項」。此為稽查發現，非判讀問題。"
N13,三多,113,"「其他收入」決算數 1,496,858 與「其他支出」決算數 1,496,858 金額完全相同（兩者同標註附註三），疑為代收代付性質之對開分錄；此筆金額佔收入合計 14,106,044 之 10.6%，會同時膨脹收入與支出兩側，建議人工確認其內容與性質。"
N13,三多,113,附註一（六）將核定與實際招收人數印成單一合併數字「核定及實際招收總人數：84 名」，未分列兩數；依規範 approved_capacity 與 actual_enrolment 均填 84，此為合併陳述而非兩數恰巧相等。
N13,三多,113,"收支餘絀表採「本期稅前餘絀／所得稅費用／本期稅後餘絀」三列格式，無單一「本期餘絀」列；依規範照抄未合併。本期稅後餘絀決算數 99,516 與資產負債表「本期餘絀」99,516 一致。所得稅費用之預算數與決算數均為破折號，填 null。"
N13,三多,113,收入合計、支出合計、本期稅前餘絀、所得稅費用、本期稅後餘絀等列之「執行率(%)」欄在表上為完全空白（連破折號都沒有），故填 null。
N13,三多,113,「收入」、「支出」兩列為區段標題列，表上無任何數字；為與既有檔案格式一致仍予保留，其 budget/actual/execution_pct 之 null 代表「標題列無數字」，不應解讀為「未編列預算」之稽查訊號。
